title,artist,album,isrc,genre
Knives Out,Radiohead,Amnesiac,GBAYE0001582,Music > Rock > Indie Rock
Something About You,Eyedress,Something About You,GBMYF2000174,Music > Rock > Post-Punk
La Cumbia Sampuesana ,Aniceto Molina,Cumbias Solo Hits ,FR2X41822299,Music > Roots > Cumbia
Duvet,bôa,Twilight,USCGJ0659337,Music > Rock > Indie Rock
Keep Your Eyes Ahead ,The Helio Sequence,Keep Your Eyes Ahead ,USSUB1827306,Music > Rock > Indie Rock
Get Out of Control,Daniel Ash,Foolish Thing Desire,GBAZP9200018,Music > Rock > Post-Punk
"He Holds Her, He Needs Her",Kitchens Of Distinction,Strange Free World,GBBTF9000051,Music > Rock > Indie Rock
Vasoline ,Stone Temple Pilots,Purple ,USRH11901675,Music > Rock > Grunge
Interstate Love Song ,Stone Temple Pilots,Purple ,USRH11901677,Music > Rock > Grunge
Big Empty ,Stone Temple Pilots,Purple ,USRH11901681,Music > Rock > Grunge
Perfume,The Jesus And Mary Chain,Munki,GBAAW9800066,Music > Rock > Post-Punk
Sax and Violins ,Talking Heads,Naked,GB01A0500058,Music > Rock > Indie Rock
So Alive,Love and Rockets,Love and Rockets,GBAZP8900024,Music > Rock > Indie Rock
April Skies,The Jesus And Mary Chain,Darklands ,GBAHT1100110,Music > Rock > Post-Punk
Sex & Candy,Marcy Playground,Marcy Playground,USEM39600079,Music > Rock > Indie Rock
Hallelujah,Leonard Cohen,Various Positions,USSM10026643,Music > Roots > Folk > Traditional Folk
Corduroy (Remastered),Pearl Jam,Vitalogy,USSM11100234,Music > Rock > Grunge
Think About You,Guns N' Roses,Appetite For Destruction,USGF18714808,Music > Rock > Hard Rock > Hard Rock (Standard)
Snakedriver,The Jesus And Mary Chain,The Crow Original Motion Picture Soundtrack,USAT20180664,Music > Rock > Post-Punk
One Headlight,The Wallflowers,Bringing Down The Horse,USIR19600462,Music > Rock > Roots Rock
Bring It On,Gomez,Liquid Skin,GBAAA9900405,Music > Rock > Indie Rock
Cumbia sobre el río / Interludio,Celso Piña y su Ronda Bogotá,Barrio Bravo,MXF160001112,Music > Roots > Cumbia
So Now You Know,The Horrors,Luminous,GBBKS1400038,Music > Rock > Psychedelic Rock
So Now You Know,The Horrors,Luminous,GBBKS1400038,Music > Rock > Post-Punk
Do the Evolution,Pearl Jam,Yield,USSM19703251,Music > Rock > Grunge
Bar Italia,Pulp,Different Class,GBAAN9500150,Music > Rock > Indie Rock
Destination,The Church,Starfish,USAR10001037,Music > Rock > Psychedelic Rock
Mis-Shapes,Pulp,Different Class,GBAAN9500131,Music > Rock > Indie Rock
Sorted For E's & Wizz,Pulp,Different Class,GBAAN9500132,Music > Rock > Indie Rock
No Excuses,Alice In Chains,Jar Of Flies,USSM19303748,Music > Rock > Grunge
Dakota,Stereophonics,Language.Sex.Violence.Other?,GBBLK0500005,Music > Rock > Indie Rock
Tighten Up,The Black Keys,Alternative Spirit,USNO11000078,Music > Rock > Blues Rock
Parachutes,Pearl Jam,Pearl Jam,USA320620052,Music > Rock > Folk Rock
Perfect Day,Lou Reed,Transformer,USRC17201946,Music > Rock > Soft Rock
The Sound of Silence ,Simon & Garfunkel,Sounds Of Silence,USSM16401131,Music > Roots > Folk > Traditional Folk
Oceans,Pearl Jam,Ten,USSM19100675,Music > Rock > Grunge
Shitlist,L7,Bricks Are Heavy,USRH10901865,Music > Rock > Grunge
The Angry Mob,Kaiser Chiefs,"Yours Truly, Angry Mob",GBDVX0600086,Music > Rock > Indie Rock
Vertigo,Mini Mansions,The Great Pretenders,USUM71414939,Music > Rock > Indie Rock
Fade Into You,Mazzy Star,So Tonight That I Might See,USCA29300105,Music > Rock > Indie Rock
Laid,James,Laid,GBF089390076,Music > Rock > Indie Rock
Given to Fly,Pearl Jam,Yield,USSM19703249,Music > Rock > Grunge
Harvest Moon,Neil Young,Harvest Moon,USRE19900694,Music > Rock > Folk Rock
Atomic,Sleeper,Inbetweener - The Best of Sleeper,GBARL9600060,Music > Rock > Indie Rock
Cumbia poder,Celso Piña y su Ronda Bogotá,Barrio Bravo,MXF160001121,Music > Roots > Cumbia
House of the Rising Sun,The Animals,The Best of the Animals,GBAYE6400209,Music > Rock > Blues Rock
House of the Rising Sun,The Animals,The Best of the Animals,GBAYE6400209,Music > Roots > Folk > Traditional Folk
El Color de Tus Ojos,Natalia Jiménez,México de Mi Corazón,USSD11900271,Music > Roots > Regional Mexicano > Banda
Flock of Hearts,The Phoenix Foundation,Buffalo - 10 Year Anniversary Edition,NZPF11000003,Music > Rock > Indie Rock
I Wanna Be Adored,The Stone Roses,The Stone Roses,GBAHJ9500039,Music > Rock > Psychedelic Rock
I Wanna Be Adored,The Stone Roses,The Stone Roses,GBAHJ9500039,Music > Rock > Indie Rock
The World Is Yours,Glasvegas,EUPHORIC /// HEARTBREAK \\\,GBARL1100017,Music > Rock > Indie Rock
Thames Soup,The Phoenix Foundation,Fandango,NZPF11200004,Music > Rock > Indie Rock
Joker And The Thief,Wolfmother,Wolfmother,AUUM70500115,Music > Rock > Hard Rock
The Captain,The Phoenix Foundation,Fandango,NZPF11200003,Music > Rock > Indie Rock
Rock Lobster,The B-52's,The B-52's,USWB19901100,Music > Rock > Post-Punk
I Am The Resurrection,The Stone Roses,The Stone Roses,GBAHJ9500041,Music > Rock > Psychedelic Rock
I Am The Resurrection,The Stone Roses,The Stone Roses,GBAHJ9500041,Music > Rock > Indie Rock
Colorblind,Counting Crows,This Desert Life,USIR19915025,Music > Rock > Soft Rock
Monday Morning,Pulp,Different Class,GBAAN9500149,Music > Rock > Indie Rock
Underwear,Pulp,Different Class,GBAAN9500079,Music > Rock > Indie Rock
Diving Woman,Japanese Breakfast,Soft Sounds from Another Planet,USJ5G1713301,Music > Rock > Indie Rock
In the House - In a Heartbeat,John Murphy,In the House - In a Heartbeat,QMLPR1200035,Music > Score
Babies,Pulp,His 'N' Hers,GBAAN9200004,Music > Rock > Indie Rock
Gamma Ray,Beck,Modern Guilt,USUM70818989,Music > Rock > Blues Rock
Liar,Built To Spill,You in Reverse,USWB10600535,Music > Rock > Indie Rock
Don't Damn Me,Guns N' Roses,Use Your Illusion I,USGF19141513,Music > Rock > Hard Rock > Hard Rock (Standard)
Sunspots,Julian Cope,Fried,GBF088400012,Music > Rock > Psychedelic Rock
Desire Lines,Deerhunter,Halcyon Digest,GBAFL1000184,Music > Rock > Indie Rock
The Real Me,Dover,Late At Night,ES5089900374,Music > Rock > Indie Rock
Awkward ,San Cisco,San Cisco,AUU221100001,Music > Rock > Indie Rock
Common People,Pulp,Hits,GBAAN9500078,Music > Rock > Indie Rock
Mykonos,Fleet Foxes,Sun Giant EP,USSUB0878104,Music > Rock > Folk Rock
Suedehead ,Morrissey,Viva Hate (2011 - Remaster),GBAYE1100635,Music > Rock > Indie Rock
I Predict A Riot,Kaiser Chiefs,Employment,GBDVX0400045,Music > Rock > Indie Rock
Hands,The Ting Tings,Hands,GBARL1000986,Music > Rock > Indie Rock
Got It All (This Can't Be Living Now),Portugal. The Man,In the Mountain in the Cloud,USAT21100259,Music > Rock > Indie Rock
1998 (Delicious),Peace,EP Delicious,GBARL1200964,Music > Rock > Indie Rock
Railwayed,Kitchens Of Distinction,Strange Free World,GBBTF1600177,Music > Rock > Indie Rock
The Suburbs,Arcade Fire,The Suburbs,GBUM71018417,Music > Rock > Indie Rock
Edgar Allan Poe Was a Hardcore Dancer,Modern Aquatic,Laurel Leaves - EP,USHM21720484,Music > Rock > Indie Rock
Good Dancers,The Sleepy Jackson,Lovers,AUEM00300012,Music > Rock > Indie Rock
Honor Him,Gavin Greenaway,Gladiator: 20th Anniversary Edition,USUMC0000052,Music > Score
Ruby,Kaiser Chiefs,"Yours Truly, Angry Mob",GBDVX0600080,Music > Rock > Indie Rock
Take It Or Leave It,Cage The Elephant,Melophobia,USRC11301164,Music > Rock > Indie Rock
Drive That Fast,Kitchens Of Distinction,Strange Free World,GBBTF1600184,Music > Rock > Indie Rock
Shine On,House Of Love,The House of Love ,GBBLY1202623,Music > Rock > Indie Rock
Cold Cold Man,Saint Motel,My Type EP,GBAYE1400934,Music > Rock > Indie Rock
Por Qué Tuvo Que Ser,El Poder Del Norte,A Ellas,MXUM70801199,Music > Roots > Regional Mexicano > Norteño
More Than This,Roxy Music,Avalon,GBAAA9900092,Music > Rock > Soft Rock
Que La Dejen Ir Al Baile,Los Invasores de Nuevo León,Puros Éxitos,MXF068300016,Music > Roots > Regional Mexicano > Norteño
Eslabón Por Eslabón,Los Invasores de Nuevo León,Ni Dada La Quiero,MXF068200015,Music > Roots > Regional Mexicano > Norteño
El Dolor De Tu Presencia,Jennifer Pena,Libre,USUM50210527,Music > Roots > Regional Mexicano > Texano
Lovesong,The Cure,Disintegration,GBALB8900003,Music > Rock > Post-Punk
La Costumbre,Los Invasores de Nuevo León,De Vida O Muerte,MXF069900023,Music > Roots > Regional Mexicano > Norteño
Derrotado Corazón,Los Invasores de Nuevo León,15 Boleros De Oro,MXF068200004,Music > Roots > Regional Mexicano > Norteño
Ni Dada La Quiero,Los Invasores de Nuevo León,"El Reencuentro En Vivo, Vol. 1",USASN1300284,Music > Roots > Regional Mexicano > Norteño
Arrastrando La Cobija,Los Traileros Del Norte,Grandes Éxitos Remezclados Y Remasterizados,MXUM70801502,Music > Roots > Regional Mexicano > Norteño
Que No Se Apague La Lumbre,Los Invasores de Nuevo León,Lo Más Escuchado De,MXF068300003,Music > Roots > Regional Mexicano > Norteño
Sabor De Olvido,Los Invasores de Nuevo León,15 Boleros De Oro,MXF068300013,Music > Roots > Regional Mexicano > Norteño
Aunque Seas De Otro,Los Invasores de Nuevo León,Amor A La Ligera,MXF068300012,Music > Roots > Regional Mexicano > Norteño
Palabra de borracho,Los Herederos De Nuevo Leon,En Manos Del Tiempo,USASN0902295,Music > Roots > Regional Mexicano > Norteño
Castígame,Los Invasores de Nuevo León,Puros Éxitos,MXF068300006,Music > Roots > Regional Mexicano > Norteño
Holding Out for a Hero ,Bonnie Tyler,Secret Dreams and Forbidden Fire,USSM18300449,Music > Rock > Hard Rock > Power Ballad
Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,USSM17200399,Music > Rock > Progressive Rock
Por El Amor De Una Mujer ,La Firma,10 de Colección,MXF140100230,Music > Roots > Regional Mexicano > Texano
Para Que Te Explico,Los Invasores de Nuevo León,15 Boleros De Oro,MXF068200016,Music > Roots > Regional Mexicano > Norteño
Mi Casa Nueva,Los Invasores de Nuevo León,Puros Éxitos,MXF068200005,Music > Roots > Regional Mexicano > Norteño
Laurita Garza,Los Invasores de Nuevo León,Puros Éxitos,MXF068100004,Music > Roots > Regional Mexicano > Norteño
Rosalinda,Los Invasores de Nuevo León,20 Rancheras,MXF068100006,Music > Roots > Regional Mexicano > Norteño
Everyday Is Like Sunday ,Morrissey,Bona Drag,GBAYE1000844,Music > Rock > Indie Rock
Obstacle 1,Interpol,Turn On The Bright Lights,USMTD1203099,Music > Rock > Post-Punk
The Heinrich Maneuver,Interpol,Our Love To Admire,USCA20703927,Music > Rock > Post-Punk
Bones,Editors,An End Has a Start,GBGAC0700018,Music > Rock > Post-Punk
Untitled,Interpol,Turn On The Bright Lights,USMTD1203098,Music > Rock > Indie Rock
Russian Roulette,Lords Of The New Church,The Lords Of The New Church,USIR38600008,Music > Rock > Post-Punk
No I In Threesome,Interpol,Our Love To Admire,USCA20703925,Music > Rock > Indie Rock
Anyone Alive?,The Chameleons,Why Call It Anything,USPBR0421319,Music > Rock > Post-Punk
Hands Away,Interpol,Turn On The Bright Lights,USMTD1203103,Music > Rock > Post-Punk
Pace Is The Trick,Interpol,Our Love To Admire,USCA20703929,Music > Rock > Indie Rock
Happy House,Siouxsie & The Banshees,Kaleidoscope,GBAKW8101061,Music > Rock > Post-Punk
PDA,Interpol,Turn On The Bright Lights,USMTD1203101,Music > Rock > Post-Punk
Obstacle 2,Interpol,Turn On The Bright Lights,USMTD1203104,Music > Rock > Post-Punk
Rest My Chemistry,Interpol,Our Love To Admire,USCA20703931,Music > Rock > Post-Punk
Roundabout ,Yes,Fragile ,USRH12302535,Music > Rock > Progressive Rock
In Answer,The Chameleons,Strange Times,USIR10001496,Music > Rock > Post-Punk
Move With the Season,Temples,Move With the Season,UK32S2222356,Music > Rock > Psychedelic Rock
"Some Time Alone, Alone",Melody's Echo Chamber,Melody's Echo Chamber,USFP71227904,Music > Rock > Psychedelic Rock
Transmission,Joy Division,The Best Of,GBAAP9700178,Music > Rock > Post-Punk
Disorder,Joy Division,The Best Of,GBAAP9700168,Music > Rock > Post-Punk
A Means to an End (2007 Remaster),Joy Division,"Closer + bonus (Live at the University of London Union, 8 February 1980)",GBAAP0600155,Music > Rock > Post-Punk
I Follow You,Melody's Echo Chamber,Melody's Echo Chamber,USFP71227901,Music > Rock > Psychedelic Rock
The Scale,Interpol,Our Love To Admire,USCA20703926,Music > Rock > Post-Punk
Sister Europe,The Psychedelic Furs,The Psychedelic Furs,GBBBN0102474,Music > Rock > Post-Punk
Back into the Womb,Moses Gunn Collective,Mercy Mountain,TCACT1674472,Music > Rock > Psychedelic Rock
Hole in the Wall,Moses Gunn Collective,Mercy Mountain,TCACT1674465,Music > Rock > Indie Rock
Star Crawl,Crystal Stilts,Nature Noir,US5NR1345202,Music > Rock > Post-Punk
In the Margins,Echo And The Bunnymen,Siberia,GBCEJ0500194,Music > Rock > Post-Punk
Shalala,Moses Gunn Collective,Mercy Mountain,TCACT1674469,Music > Rock > Psychedelic Rock
It's Dawning,The Holydrug Couple,Noctuary,US5NR1394710,Music > Rock > Psychedelic Rock
Walking With Thee,Clinic,Walking With Thee,GBCEL0100488,Music > Rock > Indie Rock
Stoned to Death,Crocodiles,Sleep Forever (Special Edition),USFP71022602,Music > Rock > Post-Punk
Dear Prudence,Siouxsie & The Banshees,Hyaena,GBAKW8301002,Music > Rock > Post-Punk
Dear Prudence,Siouxsie & The Banshees,Hyaena,GBAKW8301002,Music > Rock > Psychedelic Rock
Don't Fall,The Chameleons,John Peel Sessions ,GBCAD1300232,Music > Rock > Post-Punk
Post Traumatic Love,Actors,Post Traumatic Love,TCABF1204602,Music > Rock > Post-Punk
Groove Is in the Heart / California Girls,Crocodiles,Sleep Forever (Special Edition),USFP71022202,Music > Rock > Indie Rock
Half Believing,The Black Angels,Death Song,USBQU1700002,Music > Rock > Psychedelic Rock
Second Skin,The Chameleons,John Peel Sessions ,GBCAD1300234,Music > Rock > Post-Punk
Am I Really Going To Die,White Lies,As I Try Not To Fall Apart,GBENL2103082,Music > Rock > Post-Punk
"Touch Me I'm Going To Scream, Pt. 2",My Morning Jacket,Evil Urges,USATO0800044,Music > Rock > Indie Rock
Papillon,Editors,In This Light and on This Evening,GBGAC0900029,Music > Rock > Post-Punk
Antenna,The Church,Starfish,USAR10001042,Music > Rock > Indie Rock
Antenna,The Church,Starfish,USAR10001042,Music > Rock > Psychedelic Rock
Reptile,The Church,Starfish,USAR10001043,Music > Rock > Psychedelic Rock
Under the Milky Way,The Church,Starfish (Deluxe Edition),USAR18800002,Music > Rock > Psychedelic Rock
Blood,Editors,The Back Room,GBGAC0500007,Music > Rock > Post-Punk
All the Rage Back Home,Interpol,El Pintor,USMTD1404915,Music > Rock > Post-Punk
Tear You Apart,She Wants Revenge,She Wants Revenge,USUM70503877,Music > Rock > Post-Punk
I Wanna Kill,Crocodiles,Summer of Hate (Bonus Track Version),USFP70913302,Music > Rock > Post-Punk
How Soon Is Now?,The Smiths,Hatful of Hollow,GBCRL1100068,Music > Rock > Post-Punk
A Forest,The Cure,Seventeen Seconds,GBALB8000007,Music > Rock > Post-Punk
Mr. Roboto,Styx,Kilroy Was Here,USAM18300364,Music > Rock > Progressive Rock
Still Life,The Horrors,Skying,GBBKS1100136,Music > Rock > Psychedelic Rock
Still Life,The Horrors,Skying,GBBKS1100136,Music > Rock > Post-Punk
Adolescent Sex,Japan,Adolescent Sex,GBARL7800021,Music > Rock > Post-Punk
Shake the Shackles,Crystal Stilts,In Love with Oblivion,US4TA1000119,Music > Rock > Post-Punk
Stargazer,Siouxsie & The Banshees,The Rapture,GBAKW9500318,Music > Rock > Post-Punk
Things We Never Did,Sad Lovers and Giants,Epic Garden Music,GBBLY9600015,Music > Rock > Post-Punk
Somewhere,The Danse Society,Seduction (The Society Collection),GBBLY0604715,Music > Rock > Post-Punk
Private Idaho,The B-52's,Wild Planet,USWB18000106,Music > Rock > Post-Punk
Sunset Gun,Danse Society,Looking Through,GBBLY0607563,Music > Rock > Post-Punk
Black Magic Woman / Gypsy Queen,Santana,Abraxas,USSM17000311,Music > Rock > Blues Rock
Feels Like We Only Go Backwards,Tame Impala,Lonerism,AUUM71200493,Music > Rock > Psychedelic Rock
Color Me Once,Violent Femmes,The Crow Original Motion Picture Soundtrack,USAT20180659,Music > Rock > Indie Rock
Color Me Once,Violent Femmes,The Crow Original Motion Picture Soundtrack,USAT20180659,Music > Roots > Folk > Traditional Folk
Burn,The Cure,The Crow Original Motion Picture Soundtrack,USAT20180654,Music > Rock > Post-Punk
Pioneer To The Falls,Interpol,Our Love To Admire,USCA20703924,Music > Rock > Indie Rock
Still as the Night,Crystal Stilts,Radiant Door,US5NR1103603,Music > Rock > Post-Punk
Eine Symphonie des Grauens,The Monochrome Set,Compendium 75-95,GBBLY8200197,Music > Rock > Post-Punk
Don't Dream It's Over,Crowded House,Crowded House,USCA28600048,Music > Rock > Indie Rock
Happy When It Rains,The Jesus And Mary Chain,Darklands ,GBAHT1100107,Music > Rock > Post-Punk
Just Like Honey,The Jesus And Mary Chain,Psychocandy,GBAHT0200220,Music > Rock > Psychedelic Rock
Just Like Honey,The Jesus And Mary Chain,Psychocandy,GBAHT0200220,Music > Rock > Post-Punk
It's Getting Boring By The Sea,Blood Red Shoes,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),GBBLK0700175,Music > Rock > Indie Rock
I'm Not In Love,10cc,The Original Soundtrack,GBF087500001,Music > Rock > Soft Rock
Press Enter To Exit,The Horrors,V,GB2DY1700189,Music > Rock > Post-Punk
Wait Until Tomorrow,Crocodiles,Love is Here,FRPA91800230,Music > Rock > Post-Punk
Sleepwalk,Santo & Johnny,Sleepwalk,USA370536823,Music > Rock > Roots Rock
Cien años,Pedro Infante,15 Inmortales de Pedro Infante,MXF160100062,Music > Roots > Regional Mexicano > Ranchera
Florecita Rockera,Aterciopelados,El Dorado,USBL10100445,Music > Rock > Indie Rock
Love Fade,Tamaryn,The Waves,USMEX1000118,Music > Rock > Psychedelic Rock
Nada,Zoé,MTV Unplugged Música De Fondo,MXF061100016,Music > Rock > Psychedelic Rock
Love Song,311,Greatest Hits '93 - '03,USVR10400026,Music > Rock
Baker Street,Gerry Rafferty,City to City,GBAYE7800619,Music > Rock > Soft Rock
I Can Change,LCD Soundsystem,This Is Happening,US4GE1000023,Music > Rock > Indie Rock
Bolero Falaz,Aterciopelados,El Dorado,USBL10100446,Music > Rock > Indie Rock
Tears in Heaven,Eric Clapton,Rush (Music from the Motion Picture Soundtrack),USRE19100010,Music > Rock > Soft Rock
Wicked Game,Chris Isaak,Heart Shaped World,USRE19900989,Music > Rock > Soft Rock
Fade Away,Chris Isaak,Chris Isaak,USRE19902104,Music > Rock > Roots Rock
Black Sheep,Metric,Black Sheep,CARB70905801,Music > Rock > Indie Rock
Mi Pequeño Lucero,David Lee Garza,Sólo Hits,USEL19600045,Music > Roots > Regional Mexicano > Texano
No Pienso Despertar,Ruben De La Cruz,Agua De Fruta,US2Y30634160,Music > Roots > Regional Mexicano > Norteño
A Puro Dolor,Los Garcia Bros.,"Los Garcia Bros. Coleccion de Oro Tejano: Sabes Amor, Dos Carnales, El Pachuco, A Puro Dolor, Popurri Ranchero, Lobo Herido, Y Mas Exitos",USZUP1011700,Music > Roots > Regional Mexicano > Texano
Luna de Miel (Live),La Tropa f,Live & Reloaded,USHM81606872,Music > Roots > Regional Mexicano > Texano
No Soy Perfecto (Live),La Tropa f,Live & Reloaded,USHM81606873,Music > Roots > Regional Mexicano > Texano
Судно (Борис Рыжий),Molchat Doma,Этажи,AEA0D1846146,Music > Rock > Post-Punk
Estar Enamorado (En Vivo),Costumbre,En Vivo Desde la Arena Monterrey,USHM82396666,Music > Roots > Regional Mexicano > Texano
Quiera Dios (En Vivo),Costumbre,En Vivo Desde la Arena Monterrey,USHM82396671,Music > Roots > Regional Mexicano > Texano
Quiero Decirte (En Vivo),Costumbre,En Vivo Desde la Arena Monterrey,USHM82396678,Music > Roots > Regional Mexicano > Texano
Evolution Did,The Phoenix Foundation,Fandango,NZPF11200005,Music > Rock > Indie Rock
Viéndolo Bien,Los Garcia Bros.,"Los Garcia Bros. Coleccion de Oro Tejano: Sabes Amor, Dos Carnales, El Pachuco, A Puro Dolor, Popurri Ranchero, Lobo Herido, Y Mas Exitos",USZUP1011689,Music > Roots > Regional Mexicano > Texano
Quiero Que Me Abraces,Conjunto Oro,Quiero Que Me Abraces,BK4DA2464847,Music > Roots > Regional Mexicano > Norteño
Llore,Conjunto Oro,Quiero Que Me Abraces,BK4DA2464845,Music > Roots > Regional Mexicano > Norteño
Vete a Buscar Aquel,Conjunto Oro,Vete A Buscar Aquel,BK4DA2464836,Music > Roots > Regional Mexicano > Norteño
No Logre Olvidarte (En Vivo),Los Cachorros De Juan Villarreal,Fiesta Privada En Vivo,USANG1928936,Music > Roots > Regional Mexicano > Norteño
Cada Vez Que Resuelles,Conjunto Oro,Vete A Buscar Aquel,BK4DA2464831,Music > Roots > Regional Mexicano > Norteño
Quién Te Puede Amar,Los Garcia Bros.,"Los Garcia Bros. Coleccion de Oro Tejano: Sabes Amor, Dos Carnales, El Pachuco, A Puro Dolor, Popurri Ranchero, Lobo Herido, Y Mas Exitos",USZUP0710811,Music > Roots > Regional Mexicano > Texano
Cantares,Joan Manuel Serrat,24 Paginas Inolvidables,ES5020000250,Music > Roots > Folk > Latin Folk > Trova Cubana
Un Desengaño,Intocable,Contigo,USEL19900229,Music > Roots > Regional Mexicano > Texano
El Pachuco,Los Garcia Bros.,"Los Garcia Bros. Coleccion de Oro Tejano: Sabes Amor, Dos Carnales, El Pachuco, A Puro Dolor, Popurri Ranchero, Lobo Herido, Y Mas Exitos",USZUP1011706,Music > Roots > Regional Mexicano > Texano
Estar enamorado,Costumbre,Fantasia,USWL10400089,Music > Roots > Regional Mexicano > Texano
Ya Estoy Cansado,Intocable,Contigo,USEL19900238,Music > Roots > Regional Mexicano > Texano
Sabes Amor,Los Garcia Bros.,"Los Garcia Bros. Coleccion de Oro Tejano: Sabes Amor, Dos Carnales, El Pachuco, A Puro Dolor, Popurri Ranchero, Lobo Herido, Y Mas Exitos",USZUP0710823,Music > Roots > Regional Mexicano > Texano
Lilium (From ''Elfen Lied''),Grissini Project,Lilium (From ''Elfen Lied''),USE831565518,Music > Score
No Te Voy A Perdonar,Jennifer Pena,Houston Rodeo Live,USUM50411193,Music > Roots > Regional Mexicano > Texano
Si Tu Te Vas,Jennifer Pena,Houston Rodeo Live,USUM50411189,Music > Roots > Regional Mexicano > Texano
A Pesar De Todo,Jimmy Gonzalez Y Grupo Mazz,Quién Iba A Pensar (Remastered),USG2M0600578,Music > Roots > Regional Mexicano > Texano
El Breve Espacio en Que No Estás,Pablo Milanes,"Pablo Milanés, In Memoriam (1943-2022)",PEMG91209011,Music > Roots > Folk > Latin Folk > Trova Cubana
Fantasía (En Vivo),Costumbre,En Vivo Desde la Arena Monterrey,USHM82396677,Music > Roots > Regional Mexicano > Texano
Quien Mas Te Adora,Albert Zamora Y Talento,Puno De Tierra,US2Y30632395,Music > Roots > Regional Mexicano > Norteño
El Circo,Albert Zamora Y Talento,En Concierto,US2Y30632543,Music > Roots > Regional Mexicano > Norteño
Tu Carcel,Albert Zamora Y Talento,Tuff-Enuff,US2Y30632320,Music > Roots > Regional Mexicano > Norteño
Un Millón de Rosas,La Mafia,Un Millon De Rosas,USSD19906050,Music > Roots > Regional Mexicano > Texano
Olvidame,La Mafia,Estas Tocando Fuego,USSD10004692,Music > Roots > Regional Mexicano > Texano
Si Tu Me Quisieras,La Mafia,Estas Tocando Fuego,USSD10004970,Music > Roots > Regional Mexicano > Texano
Yo Me Morire,La Mafia,Estas Tocando Fuego,USSD10004704,Music > Roots > Regional Mexicano > Texano
Quiero Volver Contigo,La Mafia,Estas Tocando Fuego,USSD10004693,Music > Roots > Regional Mexicano > Texano
Como Me Duele Amor,La Mafia,Estas Tocando Fuego,USSD19104001,Music > Roots > Regional Mexicano > Texano
Una Memoria,La Mafia,Estas Tocando Fuego,USSD19100282,Music > Roots > Regional Mexicano > Texano
Yo Te Amare,La Mafia,Estas Tocando Fuego,USSD10005256,Music > Roots > Regional Mexicano > Texano
Mas Que Solo Amiga,La Mafia,Estas Tocando Fuego,USSD10004694,Music > Roots > Regional Mexicano > Texano
Ahora y Siempre,La Mafia,Ahora y Siempre,USSD19906039,Music > Roots > Regional Mexicano > Texano
Luna de Miel,La Tropa f,Luna de Miel,QZW9K2399420,Music > Roots > Regional Mexicano > Texano
Ojala,Silvio Rodriguez,Cuando Digo Futuro,QM6P41525744,Music > Roots > Folk > Latin Folk > Trova Cubana
Permaneces En Mí,Bobby Pulido,Entre Besos Y Heridas,USJE61302027,Music > Roots > Regional Mexicano > Texano
A Tu Lado,Bobby Pulido,Bobby Pulido & Friends Una Tuya Y Una Mía,MXUM72501506,Music > Roots > Regional Mexicano > Texano
Suave Brisa,Los Inquietos Del Vallenato,Por Siempre,COC011308921,Music > Roots > Folk > Latin Folk > Vallenato
Olvidarte Es Imposible (Te Amaría),Adriana Lucia,Te Amaría,COFC10071101,Music > Roots > Folk > Latin Folk > Vallenato
Sin Ella Muero,Los Inquietos Del Vallenato,Presente y Futuro,COC011308937,Music > Roots > Folk > Latin Folk > Vallenato
Tu Fotografia,Los Valbuena,Solo Éxitos,GBMA21843640,Music > Roots > Folk > Latin Folk > Vallenato
Ajena,Nelson Velasquez,La Historia Continúa,COC011310912,Music > Roots > Folk > Latin Folk > Vallenato
Como Duele El Frio,Jose Luis Carrascal,Corazon Vallenato,COC010225263,Music > Roots > Folk > Latin Folk > Vallenato
Mi Primer Amor,Los Chiches Vallenatos,Más Románticos,COF019700536,Music > Roots > Folk > Latin Folk > Vallenato
Rooster (2022 Remaster),Alice In Chains,Dirt ,USSM19200881,Music > Rock > Grunge
Pertenece a Ti,Los Valbuena,Solo Éxitos,QM4TX1988074,Music > Roots > Folk > Latin Folk > Vallenato
Me Equivoque Contigo,Los Valbuena,Solo Éxitos 2,QMFMF2017758,Music > Roots > Folk > Latin Folk > Vallenato
No Pude Olvidarte,Binomio De Oro De América,2.000,COC019823629,Music > Roots > Folk > Latin Folk > Vallenato
Dos Culpables,Adriana Lucia,Te Amaría,COFC10071110,Music > Roots > Folk > Latin Folk > Vallenato
Pa´Que Me Des Tus Besos,Binomio De Oro De América,2.000,COC019826623,Music > Roots > Folk > Latin Folk > Vallenato
Lejos De Ti,Binomio De Oro De América,2.000,COC019823621,Music > Roots > Folk > Latin Folk > Vallenato
Un Osito Dormilon,Binomio De Oro De América,2.000,COC019823618,Music > Roots > Folk > Latin Folk > Vallenato
Ay Hombe,Various Interprets,Canto Vallenato,COS010200058,Music > Roots > Folk > Latin Folk > Vallenato
Purple Haze,Jimi Hendrix,Are You Experienced,USQX90900765,Music > Rock > Psychedelic Rock
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,USQX90900749,Music > Rock > Psychedelic Rock
Every Breath You Take,The Police,Synchronicity,GBAAM0201110,Music > Rock > Soft Rock
Every Breath You Take,The Police,Synchronicity,GBAAM0201110,Music > Rock > Post-Punk
Harvester of Sorrow,Metallica,Metallica,QMKHM1900176,Music > Metal > Thrash Metal
