title,artist,album,isrc,genre
Dime Cómo Te Olvido,Binomio De Oro De América,Haciendo Historia,COC010125216,Music > Roots > Folk > Latin Folk > Vallenato
Casualidad,Nelson Velasquez,Conquistando Corazones,COSO10701351,Music > Roots > Folk > Latin Folk > Vallenato
Distintos Destinos,Binomio De Oro De América,Seguimos Por Lo Alto,COC019723268,Music > Roots > Folk > Latin Folk > Vallenato
Manantial de Amor,Binomio De Oro De América,Seguimos Por Lo Alto,COC019723264,Music > Roots > Folk > Latin Folk > Vallenato
No Rain,Blind Melon,Blind Melon,USCA29200194,Music > Rock > Indie Rock
Nubes Negras,Los Iguaran,La Tierra Mía,QZHZ31909053,Music > Roots > Folk > Latin Folk > Vallenato
Evil,Interpol,Antics,USMTD0461602,Music > Rock > Post-Punk
Tiempo de Comenzar,Binomio De Oro De América,Difícil De Igualar,COC010024758,Music > Roots > Folk > Latin Folk > Vallenato
Me Ilusioné,Binomio De Oro De América,Difícil De Igualar,COC010024750,Music > Roots > Folk > Latin Folk > Vallenato
Difícil de Igualar,Binomio De Oro De América,Difícil De Igualar,COC010024748,Music > Roots > Folk > Latin Folk > Vallenato
Coffee & TV,Blur,13,GBAYE9900133,Music > Rock > Indie Rock
Llegaste Tú,Adriana Lucia,De Corazón a Corazón,COFC10183701,Music > Roots > Folk > Latin Folk > Vallenato
No Le Faltes a Mí Corazón,Diomedes Dionisio Diaz,Vallenatos Con Amor,COF019900631,Music > Roots > Folk > Latin Folk > Vallenato
Con Quien Andaras,Los Valbuena,Solo Éxitos,QM6N21966417,Music > Roots > Folk > Latin Folk > Vallenato
Triste Verano,Los Valbuena,Solo Éxitos,FRX281986895,Music > Roots > Folk > Latin Folk > Vallenato
Sirena Encantada,Miguel Morales,Gracias Mi Gente,COC019522545,Music > Roots > Folk > Latin Folk > Vallenato
Mi Diosa Humana,Miguel Morales,Avanzando,COC019422073,Music > Roots > Folk > Latin Folk > Vallenato
Por Un Beso De Tu Boca,Miguel Morales,Sigo Enamorado,COC010225514,Music > Roots > Folk > Latin Folk > Vallenato
Fue Un Amor De Verdad,La Combinación Vallenata,Deseos,COC019823487,Music > Roots > Folk > Latin Folk > Vallenato
Un Solo Cuerpo,Los Chiches Vallenatos,Éxitos los Chiches Vallenatos,COF019501668,Music > Roots > Folk > Latin Folk > Vallenato
Voy a Olvidarte,Los Chiches Vallenatos,Éxitos los Chiches Vallenatos,COF019501664,Music > Roots > Folk > Latin Folk > Vallenato
Busca Un Confidente,Los Diablitos,Lenguaje Universal,COC019723289,Music > Roots > Folk > Latin Folk > Vallenato
Novios Cruzados,Los Diablitos,30 Mejores,COC010125142,Music > Roots > Folk > Latin Folk > Vallenato
Dime Dime,Los Valbuena,Solo Éxitos,QM6N21966418,Music > Roots > Folk > Latin Folk > Vallenato
Solo Recuerdos,Los Valbuena,Solo Éxitos,FRX281986898,Music > Roots > Folk > Latin Folk > Vallenato
Por Una Mentira,Los Diablitos,30 Mejores,COC010125140,Music > Roots > Folk > Latin Folk > Vallenato
Vovió el Dolor,Binomio De Oro De América,A Su Gusto,COC019622907,Music > Roots > Folk > Latin Folk > Vallenato
Ella Es Mi Vida,Wilfran Castillo,Un Castillo De Canciones,COC010124888,Music > Roots > Folk > Latin Folk > Vallenato
Temporal de Amor,Los Valbuena,Solo Éxitos,FRX281986885,Music > Roots > Folk > Latin Folk > Vallenato
Ayer Y Hoy,La Combinación Vallenata,La Combinación Vallenata Vol.7,COC010526175,Music > Roots > Folk > Latin Folk > Vallenato
Y Si Me Marcho,Los Valbuena,Solo Éxitos,QM6N21966450,Music > Roots > Folk > Latin Folk > Vallenato
La Llamada Vers.2,La Firma,Para Recordar,MXF149900316,Music > Roots > Regional Mexicano > Texano
Cómo Olvidarla,La Firma,Para Recordar,MXF149900313,Music > Roots > Regional Mexicano > Texano
We Are The Champions,Queen,Greatest Hits,GBUM71029619,Music > Rock > Hard Rock > Power Ballad
Slow Ride ,Foghat,Fool for the City ,USRH11601498,Music > Rock > Blues Rock
Le Diré,La Firma,Lo Mejor de Mi Vida,MXF140500047,Music > Roots > Regional Mexicano > Texano
Lagrimas de Sangre,Tony De La Rosa,Este Fue Mi Adios,US2Y30632383,Music > Roots > Regional Mexicano > Texano
Sigue Siendo La Misma,Tony De La Rosa,Mejor Solo,US2Y30632071,Music > Roots > Regional Mexicano > Texano
Y Dime,Los Inquietos Del Vallenato,Buenos Tiempos,COC011307300,Music > Roots > Folk > Latin Folk > Vallenato
Aca Entre Nos,Los Dos Gilbertos,Te Sigo Queriendo,US2Y30632128,Music > Roots > Regional Mexicano > Norteño
Right Next Door To Hell,Guns N' Roses,Use Your Illusion I,USGF19141501,Music > Rock > Hard Rock > Hard Rock (Standard)
Live And Let Die,Guns N' Roses,Use Your Illusion I,USGF19141503,Music > Rock > Hard Rock > Hard Rock (Standard)
La Dosis Perfecta ,Panteón Rococó,XX Años ,MXF011500589,Music > Rhythmic > Ska
El Preso,Bernardo Y Sus Compadres,Bailando en Texas,USPWN0810045,Music > Roots > Cumbia
La Cama de Piedra,Bernardo Y Sus Compadres,Bailando en Texas,USPWN0810038,Music > Roots > Regional Mexicano > Norteño
Cuatro Paredes,Los Garcia Bros.,"Los Garcia Bros. Coleccion de Oro Tejano: Sabes Amor, Dos Carnales, El Pachuco, A Puro Dolor, Popurri Ranchero, Lobo Herido, Y Mas Exitos",USZUP1011688,Music > Roots > Regional Mexicano > Texano
La Carta Que Nunca Envie,Los Palominos,Mis Favoritas,USSD19600618,Music > Roots > Regional Mexicano > Texano
Sobrenatural,Los Gigantes del Vallenato,De Primera,COC010124961,Music > Roots > Folk > Latin Folk > Vallenato
Me Das Y Me Quitas Todo,Los Gigantes del Vallenato,Con El Alma,COC010225466,Music > Roots > Folk > Latin Folk > Vallenato
Don't Cry,Guns N' Roses,Use Your Illusion II,USGF19142013,Music > Rock > Hard Rock > Power Ballad
Como Vamos A Quedar,Binomio De Oro De América,Más Cerca De Ti,COC019924106,Music > Roots > Folk > Latin Folk > Vallenato
Hoy Ten Miedo De Mi,Fernando Delgadillo,Con Cierto Aire a Ti,MXF600600428,Music > Roots > Folk > Latin Folk > Trova Cubana
Me Piden,Tony De La Rosa,Me He De Reir,US2Y30632267,Music > Roots > Regional Mexicano > Texano
Fantasia,Costumbre,Fantasia,USWL10400090,Music > Roots > Regional Mexicano > Texano
Mute City (From F-Zero),The Greatest Bits,Super Smash Bros,QZ22B1933155,Music > Score
Still Loving You,Scorpions,Comeblack,DEE861101524,Music > Rock > Hard Rock > Power Ballad
Cuatro Rosas,Jorge Celedón,Jorge Celedón & Jimmy Zambrano  De Lo Nuevo... Lo Mejor,COS010400081,Music > Roots > Folk > Latin Folk > Vallenato
El Invierno Pasado,Jorge Celedón,Jorge Celedón & Jimmy Zambrano  De Lo Nuevo... Lo Mejor,COS010400082,Music > Roots > Folk > Latin Folk > Vallenato
Las Razones Del Amor,Los Diablitos,Mas Vallenato,COC019924023,Music > Roots > Folk > Latin Folk > Vallenato
Solo Pienso En Tenerla,Los Diablitos,Mas Vallenato,COC019924027,Music > Roots > Folk > Latin Folk > Vallenato
Ahora,Los Campeones De Raul Ruiz,Grandes Exitos Vol. I,US2Y30728656,Music > Roots > Regional Mexicano > Norteño
(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,USAM19190012,Music > Rock > Hard Rock > Power Ballad
Ella Se Llevó Mi Vida,Wilfran Castillo,Sentido Común,USR010613659,Music > Roots > Folk > Latin Folk > Vallenato
El Abandonado,Boni Mauricio Y Maximos,El Abandonado,US2Y30633268,Music > Roots > Regional Mexicano > Norteño
Patience,Guns N' Roses,Appetite For Destruction,USGF18819805,Music > Rock > Hard Rock > Power Ballad
Yesterdays,Guns N' Roses,Use Your Illusion II,USGF19142003,Music > Rock > Hard Rock > Power Ballad
Quién Iba A Pensar,Jimmy Gonzalez Y Grupo Mazz,Quién Iba A Pensar (Remastered),USG2M0600573,Music > Roots > Regional Mexicano > Texano
Nunca Niegues Que Te Amo,Los Inquietos Del Vallenato,Presente y Futuro,COC011308930,Music > Roots > Folk > Latin Folk > Vallenato
Estranged,Guns N' Roses,Use Your Illusion II,USGF19142011,Music > Rock > Hard Rock > Power Ballad
Kakariko Village,Tpr,A Melancholy Tribute To The Legend Of Zelda: Ocarina Of Time,USE830936781,Music > Score
Song Of Storms,Tpr,A Melancholy Tribute To The Legend Of Zelda: Ocarina Of Time,USE830936775,Music > Score
Great Fairy’s Fountain,Tpr,A Melancholy Tribute To The Legend Of Zelda: Ocarina Of Time,USE830936772,Music > Score
Dream On,Aerosmith,Aerosmith,USSM10011897,Music > Rock > Hard Rock > Power Ballad
El Cazador,Bobby Pulido,Entre Besos Y Heridas,USJE61302071,Music > Roots > Regional Mexicano > Texano
Siempre Enamorada,Mayra Arguelles,Un Día Como Mañana,COF019900262,Music > Roots > Folk > Latin Folk > Vallenato
Inalcanzable,Luis Miguel Fuentes,Inalcanzable,COF010601984,Music > Roots > Regional Mexicano > Texano
Regálame Una Noche,Los Inquietos Del Vallenato,Sueños de Colombia,COC011308926,Music > Roots > Folk > Latin Folk > Vallenato
Entrégame Tu Amor,Los Inquietos Del Vallenato,Sueños de Colombia,COC011308927,Music > Roots > Folk > Latin Folk > Vallenato
Quiero Saber de Ti,Los Inquietos Del Vallenato,Volver a Triunfar,COC011308934,Music > Roots > Folk > Latin Folk > Vallenato
Me Mata La Melancolia,Los Gigantes del Vallenato,Siempre Gigantes,COC019923859,Music > Roots > Folk > Latin Folk > Vallenato
Tú y Yo,Los Compadres,Orquídeas Vallenatas,QMDA71590820,Music > Roots > Folk > Latin Folk > Vallenato
Antojos,Los Chiches Vallenatos,Canciones de Primavera,COF019804234,Music > Roots > Folk > Latin Folk > Vallenato
Sólo Pienso en Ti (Canción de Primavera),Los Chiches Vallenatos,Canciones de Primavera,COF019804301,Music > Roots > Folk > Latin Folk > Vallenato
Aquí Conmigo,Los Chiches Vallenatos,La Otra Mitad,COF010001751,Music > Roots > Folk > Latin Folk > Vallenato
Todo Se Acaba,Los Chiches Vallenatos,La Otra Mitad,COF010002581,Music > Roots > Folk > Latin Folk > Vallenato
Sólo un Te Quiero,Los Chiches Vallenatos,La Otra Mitad,COF010002074,Music > Roots > Folk > Latin Folk > Vallenato
Entre el Cielo y la Tierra,Los Chiches Vallenatos,La Otra Mitad,COF010001994,Music > Roots > Folk > Latin Folk > Vallenato
La Tengo,La Combinación Vallenata,La Combinacion Vallenata Vol. 4,COC010024282,Music > Roots > Folk > Latin Folk > Vallenato
Finje Amor y Calla,Fabian Corrales,Tu Norte Soy Yo,COF010006759,Music > Roots > Folk > Latin Folk > Vallenato
Esta Soledad en el Alma,Erick Escobar,La Decisión Vallenata: la Huella de Tu Amor,COF010006047,Music > Roots > Folk > Latin Folk > Vallenato
Voy a Hacerme el Loco,Erick Escobar,La Decisión Vallenata: la Huella de Tu Amor,COF010005963,Music > Roots > Folk > Latin Folk > Vallenato
Ven a Hacer el Amor Conmigo,Erick Escobar,La Decisión Vallenata: la Huella de Tu Amor,COF010005882,Music > Roots > Folk > Latin Folk > Vallenato
Toma de Mí,Erick Escobar,La Decisión Vallenata: la Huella de Tu Amor,COF010005960,Music > Roots > Folk > Latin Folk > Vallenato
Si Puedes Perdonarme,Erick Escobar,La Decisión Vallenata: la Huella de Tu Amor,COF010002313,Music > Roots > Folk > Latin Folk > Vallenato
La Huella de Tu Amor,Erick Escobar,La Decisión Vallenata: la Huella de Tu Amor,COF010011065,Music > Roots > Folk > Latin Folk > Vallenato
Se Me Salen Las Lagrimas,Los Gigantes del Vallenato,De Primera,COC010124951,Music > Roots > Folk > Latin Folk > Vallenato
Mi Forma De Sentir,Pedro Fernández,Lo Más Romántico De,MXF119907749,Music > Roots > Regional Mexicano > Ranchera
Una Hoja en Blanco,Omar Geles,Nace Del Alma,COC019723194,Music > Roots > Folk > Latin Folk > Vallenato
No Puedo Vivir Asi,Los Chiches del Vallenato,Los Mejores Vallenatos,DGA072133884,Music > Roots > Folk > Latin Folk > Vallenato
Muchacha Encantadora,Los Chiches del Vallenato,Los Mejores Vallenatos,DGA072133877,Music > Roots > Folk > Latin Folk > Vallenato
Acuerdate,Los Gigantes del Vallenato,Pisando Fuerte,COC019723046,Music > Roots > Folk > Latin Folk > Vallenato
Anhelos,Alfredo Gutierrez,Romance Vallenato,COC017209858,Music > Roots > Folk > Latin Folk > Vallenato
Que Vuelva,Los Diablitos,30 Mejores,COC019723294,Music > Roots > Folk > Latin Folk > Vallenato
Psycho Killer ,Talking Heads,Talking Heads: 77 (Super Deluxe Edition) ,USRH12302157,Music > Rock > Post-Punk
No voy a llorar,Los Diablitos,10 Años De Historia,COC019522521,Music > Roots > Folk > Latin Folk > Vallenato
Cuando Casi Te Olvidaba,Los Diablitos,Mas Vallenato,COC019924021,Music > Roots > Folk > Latin Folk > Vallenato
A Punto De Marcharme,Lalo Mora,45 Éxitos,MXF060400599,Music > Roots > Regional Mexicano > Banda
No Puedo Olvidarla,Binomio De Oro De América,"Cantando Todos Sus Éxitos, Israel Romero El Pollo Irra",COC010125218,Music > Roots > Folk > Latin Folk > Vallenato
Los Caminos De La Vida,Los Diablitos,Sorpresa Caribe,COC019321633,Music > Roots > Folk > Latin Folk > Vallenato
A besitos,Los Diablitos,Mas Vallenato,COC019924025,Music > Roots > Folk > Latin Folk > Vallenato
Spellbound,Siouxsie & The Banshees,All Souls,GBAKW8101063,Music > Rock > Post-Punk
Time of the Season,The Zombies,Odessey and Oracle ,QT4HE2500012,Music > Rock > Psychedelic Rock
El Que Hoy Está en Tu Lugar,Jenni Rivera,Misión Cumplida,QMEU32217215,Music > Roots > Regional Mexicano > Banda
Puedes Hacerme Feliz,Erick Escobar,Mis Nuevos Cantares,COF019900737,Music > Roots > Folk > Latin Folk > Vallenato
Eras Diferente,Erick Escobar,Mis Nuevos Cantares,COF019900728,Music > Roots > Folk > Latin Folk > Vallenato
No Pude Quitarte las Espinas,Erick Escobar,Mis Nuevos Cantares,COF019900731,Music > Roots > Folk > Latin Folk > Vallenato
Eres Lo Contrario,Erick Escobar,Mis Nuevos Cantares,COF019900736,Music > Roots > Folk > Latin Folk > Vallenato
Quiero Volar,La Combinación Vallenata,La Combinacion Vallenata Elite Vol. 5,COC010124927,Music > Roots > Folk > Latin Folk > Vallenato
No Me Digas Que No,Los Chiches Vallenatos,Éxitos los Chiches Vallenatos,COF019501014,Music > Roots > Folk > Latin Folk > Vallenato
Te Olvidaré y Seguiré Solo,Los Chiches Vallenatos,Rescatando los Éxitos Originales de Long Play,COF019100405,Music > Roots > Folk > Latin Folk > Vallenato
Tierra Mala,Los Chiches Vallenatos,Éxitos los Chiches Vallenatos,COF019400762,Music > Roots > Folk > Latin Folk > Vallenato
Te Veré Llorar,Los Chiches Vallenatos,Éxitos los Chiches Vallenatos,COF019701619,Music > Roots > Folk > Latin Folk > Vallenato
Aqui Conmigo,Los Chiches del Vallenato,Los Mejores Vallenatos,DGA072133875,Music > Roots > Folk > Latin Folk > Vallenato
Tú Y Yo,La Combinación Vallenata,La Combinacion Vallenata Vol. 4,COC010024289,Music > Roots > Folk > Latin Folk > Vallenato
Te Tengo Que Olvidar,La Combinación Vallenata,La Combinacion Vallenata Vol. 6,COC010325687,Music > Roots > Folk > Latin Folk > Vallenato
Dime Dios,La Combinación Vallenata,La Combinacion Vallenata,COC019723065,Music > Roots > Folk > Latin Folk > Vallenato
Dime que me quieres,La Combinación Vallenata,La Combinacion Vallenata,COC019723062,Music > Roots > Folk > Latin Folk > Vallenato
Si No Estas Aquí,La Combinación Vallenata,La Combinacion Vallenata Elite Vol. 5,COC010124916,Music > Roots > Folk > Latin Folk > Vallenato
Que Pena,La Combinación Vallenata,La Combinacion Vallenata Elite Vol. 5,COC010124914,Music > Roots > Folk > Latin Folk > Vallenato
Fallen Angels,Aerosmith,Nine Lives,USSM19604433,Music > Rock > Hard Rock > Hard Rock (Standard)
Hole In My Soul,Aerosmith,Nine Lives,USSM19604424,Music > Rock > Hard Rock > Power Ballad
The Reason,Hoobastank,The Reason,USIR20300704,Music > Rock > Hard Rock > Power Ballad
Es Por Ti,Los Inquietos Del Vallenato,Sueños de Colombia,COC011309351,Music > Roots > Folk > Latin Folk > Vallenato
Me Duele Tanto,Los Inquietos Del Vallenato,Sueños de Colombia,COC011309354,Music > Roots > Folk > Latin Folk > Vallenato
Despues de Amar,Los Inquietos Del Vallenato,Sueños de Colombia,COC011309353,Music > Roots > Folk > Latin Folk > Vallenato
Te Pierdo Y Te Pienso,Los Inquietos Del Vallenato,Eternamente,COC011309342,Music > Roots > Folk > Latin Folk > Vallenato
Ven Y Dime,Los Inquietos Del Vallenato,Presente y Futuro,COC011308924,Music > Roots > Folk > Latin Folk > Vallenato
Te Quiero Asi,Los Inquietos Del Vallenato,Presente y Futuro,COC011309338,Music > Roots > Folk > Latin Folk > Vallenato
Te Sorprenderás,Los Inquietos Del Vallenato,30 Mejores Vol. 1,COC011308931,Music > Roots > Folk > Latin Folk > Vallenato
Primavera Azul,Los Inquietos Del Vallenato,Eternamente,COC011308933,Music > Roots > Folk > Latin Folk > Vallenato
Volver,Los Inquietos Del Vallenato,30 Mejores Vol. 2,COC011308938,Music > Roots > Folk > Latin Folk > Vallenato
Me Vas A Extrañar,Binomio De Oro De América,Más Cerca De Ti,COC019924107,Music > Roots > Folk > Latin Folk > Vallenato
Hay Que Ser Fuerte,Los Chiches Vallenatos,Más Románticos,COF019700526,Music > Roots > Folk > Latin Folk > Vallenato
Ni de Aquí a la Esquina,Fabian Corrales,Grandes Éxitos de Fabián Corrales,COF010001811,Music > Roots > Folk > Latin Folk > Vallenato
Agua Caliente,Fabian Corrales,Grandes Éxitos de Fabián Corrales,COF010000603,Music > Roots > Folk > Latin Folk > Vallenato
Vete De Mí,Los Gigantes del Vallenato,Pisando Fuerte,COC019723048,Music > Roots > Folk > Latin Folk > Vallenato
Recuérdame,Los Inquietos Del Vallenato,Internacionales,COC012439880,Music > Roots > Folk > Latin Folk > Vallenato
Un Millon de Besos,Los Inquietos Del Vallenato,Por Siempre,COC011309363,Music > Roots > Folk > Latin Folk > Vallenato
Niña Bonita,Binomio De Oro De América,30 Mejores: Binomio de Oro de América,COC010426042,Music > Roots > Folk > Latin Folk > Vallenato
Olvídala,Binomio De Oro De América,2.000,COC019823620,Music > Roots > Folk > Latin Folk > Vallenato
Si Tu Amor No Vuelve,Binomio De Oro De América,30 Mejores: Binomio de Oro de América,COC010325530,Music > Roots > Folk > Latin Folk > Vallenato
Tres Palabras,Binomio De Oro De América,Más Cerca De Ti,COC019924104,Music > Roots > Folk > Latin Folk > Vallenato
Hoy Me Di Cuenta,Binomio De Oro De América,Seguimos Por Lo Alto,COC019723261,Music > Roots > Folk > Latin Folk > Vallenato
Bañarte en Mis Sueños,Binomio De Oro De América,A Su Gusto,COC019622915,Music > Roots > Folk > Latin Folk > Vallenato
Fly Away From Here,Aerosmith,Just Push Play,USSM10101263,Music > Rock > Hard Rock > Power Ballad
Falling In Love (Is Hard On The Knees),Aerosmith,Nine Lives,USSM19604341,Music > Rock > Hard Rock > Hard Rock (Standard)
Zombie,The Cranberries,No Need To Argue,USUM72009888,Music > Rock > Grunge
Why Don't You Get A Job,The Offspring,Americana,USSM19804369,Music > Rock > Pop Punk
Basket Case,Green Day,Dookie,USRE11600554,Music > Rock > Pop Punk
The Seeker,The Who,The Who Hits 50,GBAKW7000101,Music > Rock > Hard Rock > Hard Rock (Standard)
Riders On The Storm ,The Doors,L.A. Woman ,USRH12101325,Music > Rock > Psychedelic Rock
The End ,The Doors,The Doors ,USRH11605707,Music > Rock > Psychedelic Rock
Light My Fire ,The Doors,The Doors ,USRH11605702,Music > Rock > Psychedelic Rock
Sex Type Thing ,Stone Temple Pilots,Core ,USAT21702676,Music > Rock > Grunge
Edge of Seventeen ,Stevie Nicks,Bella Donna ,USRH11604715,Music > Rock > Soft Rock
Soul Sacrifice,Santana,Santana,USSM16900263,Music > Rock > Blues Rock
Paranoid Android,Radiohead,OK Computer OKNOTOK 1997 2017,GBBKS1700185,Music > Rock > Progressive Rock
Even Flow,Pearl Jam,Ten,USSM19100673,Music > Rock > Grunge
All Apologies,Nirvana,In Utero,USGF19960712,Music > Rock > Grunge
Tourette's,Nirvana,In Utero,USGF19960711,Music > Rock > Grunge
Radio Friendly Unit Shifter,Nirvana,In Utero,USGF19960710,Music > Rock > Grunge
Pennyroyal Tea,Nirvana,In Utero,USGF19960709,Music > Rock > Grunge
Milk It,Nirvana,In Utero,USGF19960708,Music > Rock > Grunge
Very Ape,Nirvana,In Utero,USGF19960707,Music > Rock > Grunge
Dumb,Nirvana,In Utero,USGF19960706,Music > Rock > Grunge
Frances Farmer Will Have Her Revenge On Seattle,Nirvana,In Utero,USGF19960705,Music > Rock > Grunge
Rape Me,Nirvana,In Utero,USGF19960704,Music > Rock > Grunge
Heart-Shaped Box,Nirvana,In Utero,USGF19960703,Music > Rock > Grunge
Scentless Apprentice,Nirvana,In Utero,USGF19960702,Music > Rock > Grunge
Serve The Servants,Nirvana,In Utero,USGF19960701,Music > Rock > Grunge
About A Girl ,Nirvana,Bleach (Deluxe Edition),USSUB1383433,Music > Rock > Grunge
Something In The Way,Nirvana,Nevermind,USGF19942512,Music > Rock > Grunge
On A Plain,Nirvana,Nevermind,USGF19942511,Music > Rock > Grunge
Stay Away,Nirvana,Nevermind,USGF19942510,Music > Rock > Grunge
Lounge Act,Nirvana,Nevermind,USGF19942509,Music > Rock > Grunge
Drain You,Nirvana,Nevermind,USGF19942508,Music > Rock > Grunge
Territorial Pissings,Nirvana,Nevermind,USGF19942507,Music > Rock > Grunge
Polly,Nirvana,Nevermind,USGF19942506,Music > Rock > Grunge
Lithium,Nirvana,Nevermind,USGF19942505,Music > Rock > Grunge
Breed,Nirvana,Nevermind,USGF19942504,Music > Rock > Grunge
Come As You Are,Nirvana,Nevermind,USGF19942503,Music > Rock > Grunge
In Bloom,Nirvana,Nevermind,USGF19942502,Music > Rock > Grunge
Ayúdame a Olvidarla,Miguel Morales,Vallenato Hits,DGA072134174,Music > Roots > Folk > Latin Folk > Vallenato
Mariposa Traicionera ,Mana,Revolución De Amor ,MXF151900204,Music > Rock > Soft Rock
Immigrant Song ,Led Zeppelin,Led Zeppelin III (HD Remastered Edition),USAT21207018,Music > Rock > Hard Rock > Hard Rock (Standard)
Stairway to Heaven ,Led Zeppelin,Led Zeppelin x Led Zeppelin,USAT21207031,Music > Rock > Hard Rock > Power Ballad
La Monaguilla,Policarpo Calle,Asi Es Colombia,QM4TW2137048,Music > Roots > Folk > Latin Folk > Vallenato
Me and Bobby McGee,Janis Joplin,Pearl,USSM17000790,Music > Rock > Roots Rock
Hotel California ,Eagles,Hotel California,USEE11300195,Music > Rock > Soft Rock
Hotel California ,Eagles,Hotel California,USEE11300195,Music > Rock > Roots Rock
Yellow,Coldplay,Parachutes,GBAYE1600170,Music > Rock > Indie Rock
Mi Mayor Anhelo,Banda Sinaloense MS de Sergio Lizárraga,Mi Mayor Anhelo,USDS10812846,Music > Roots > Regional Mexicano > Banda
A Horse with No Name,America,America,USWB11304213,Music > Rock > Folk Rock
Cryin',Aerosmith,Get A Grip,USIR10000430,Music > Rock > Hard Rock > Power Ballad
Tú Sí Sabes Quererme,Natalia Lafourcade,"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",MXF011600414,Music > Roots > Folk > Latin Folk > Latin Folk Pop
Soledad y el Mar,Natalia Lafourcade,"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",MXF011600417,Music > Roots > Folk > Latin Folk > Latin Folk Pop
Luna,Zoé,MTV Unplugged Música De Fondo,MXF061100015,Music > Rock > Psychedelic Rock
Por Amarte Tanto,Duelo,Desde Hoy,USUM50310887,Music > Roots > Regional Mexicano > Texano
Desde Hoy,Duelo,Desde Hoy,USUM50310881,Music > Roots > Regional Mexicano > Texano
Y Ya Despues,Costumbre,Dejame Ser,USHR10129401,Music > Roots > Regional Mexicano > Texano
Esperare,Costumbre,Se repite la historia,USWL10300008,Music > Roots > Regional Mexicano > Texano
Better Man,Pearl Jam,Vitalogy,USSM11100237,Music > Rock > Grunge
Jeremy,Pearl Jam,Ten,USSM19100674,Music > Rock > Grunge
I Don't Want to Miss a Thing (From Armageddon Soundtrack),Aerosmith,Armageddon - The Album,USSM19801545,Music > Rock > Hard Rock > Power Ballad
Crazy,Aerosmith,Get A Grip,USIR10000428,Music > Rock > Hard Rock > Power Ballad
Amazing,Aerosmith,Get A Grip,USIR10000426,Music > Rock > Hard Rock > Power Ballad
Siento Que...,Jumbo,Restaurant,MXF019900418,Music > Rock > Indie Rock
Fotografía,Jumbo,Restaurant,MXF019900415,Music > Rock > Indie Rock
Aquí,Jumbo,Restaurant,MXF019900414,Music > Rock > Indie Rock
Bed Of Roses,Bon Jovi,Keep The Faith,USPG19290093,Music > Rock > Hard Rock > Power Ballad
Like a Stone,Audioslave,Audioslave,USSM10211587,Music > Rock > Hard Rock > Power Ballad
Show Me How To Live,Audioslave,Audioslave,USSM10211589,Music > Rock > Hard Rock > Hard Rock (Standard)
Be Yourself,Audioslave,Out of Exile,USIR10500509,Music > Rock > Hard Rock > Power Ballad
Acuerdate de mí,Pesado,Pesadisimo,MXF169500005,Music > Roots > Regional Mexicano > Norteño
Aguanta Corazón,Los Invasores de Nuevo León,Aguanta Corazón,MXF068200001,Music > Roots > Regional Mexicano > Norteño
Al pensar en ti,Celso Piña y su Ronda Bogotá,Barrio Bravo,MXF160001117,Music > Roots > Cumbia
Aunque no sea conmigo (feat. Café Tacvba),Celso Piña y su Ronda Bogotá,Barrio Bravo,MXF160001118,Music > Roots > Cumbia
Always,Bon Jovi,Cross Road,USPR39412221,Music > Rock > Hard Rock > Power Ballad
A.M. 180,Grandaddy,Under The Western Freeway,GBAEN9700055,Music > Rock > Indie Rock
Bajo Mil Llaves,Los Invasores de Nuevo León,Bajo Mil Llaves,MXF068900013,Music > Roots > Regional Mexicano > Norteño
White Rabbit,Jefferson Airplane,Surrealistic Pillow,USRC10301017,Music > Rock > Psychedelic Rock
El Amor No Acaba,Duelo,El Amor No Acaba,USUM50110270,Music > Roots > Regional Mexicano > Texano
Amor A La Ligera,Los Invasores de Nuevo León,Amor A La Ligera,MXF068300011,Music > Roots > Regional Mexicano > Norteño
Chao Chao Amor,Luis Y Julian,Homenaje A Luis Garza,MXUM70801825,Music > Roots > Regional Mexicano > Norteño
Wind Of Change,Scorpions,Crazy World,USPG19090037,Music > Rock > Hard Rock > Power Ballad
Contigo,Intocable,Contigo,USEL19900235,Music > Roots > Regional Mexicano > Texano
No Podrán Separarnos,Various Interprets,Llévame En Tus Sueños,COS010100093,Music > Roots > Folk > Latin Folk > Vallenato
Llévame En Tus Sueños,Various Interprets,Llévame En Tus Sueños,COS010100099,Music > Roots > Folk > Latin Folk > Vallenato
Por Gustarte,Various Interprets,Canto Vallenato,COS010200062,Music > Roots > Folk > Latin Folk > Vallenato
Él No Sabe,Duelo,Desde Hoy,USUM50310883,Music > Roots > Regional Mexicano > Texano
Un Minuto Más,Duelo,Desde Hoy,USUM50310882,Music > Roots > Regional Mexicano > Texano
El Son del Dolor,Cuca,La Invasion De Los Blatidos,MXF019600609,Music > Rock > Hard Rock > Hard Rock (Standard)
Cara de Pizza,Cuca,La Invasion De Los Blatidos,MXF019201085,Music > Rock > Hard Rock > Hard Rock (Standard)
Ya No Me Pones Atención,Emilio Navaira,Southern Exposure,USEL19300532,Music > Roots > Regional Mexicano > Texano
Suficiente Amor,Emilio Navaira,Southern Exposure,USEL19300533,Music > Roots > Regional Mexicano > Texano
